INDEX,UUID,LINE,NAME,LATITUDE,LONGITUDE,STATION,STATION_NAME
590,59d6ed5c-e1a5-40a4-9cd2-64fede7c47ee,M3,Europe,"48,87877037","2,322265213",ac82da5f-3cd2-4de1-82c4-db3110b3e4d5,Europe
600,425b6d44-f26d-4521-b737-a8b577bc437d,M3,Saint-Lazare,"48,8750064","2,32457481",789fda31-3484-49ef-b05d-36ba7f9ed1ce,Saint-Lazare
610,5560ad51-630a-4c94-9a96-fe45637e19d0,M3,Havre - Caumartin,"48,87351339","2,32754308",c44f00b0-9da4-4ff9-9faf-f3cf4617a0e4,Havre - Caumartin
620,7497e934-33d8-4143-ac73-b75e9841cc85,M3,Opéra,"48,87099178","2,331989523",8882ebb5-cd45-4230-90a5-9a1a13bc6d6c,Opéra
630,f438d7fc-4016-464b-8f26-d1e5bcb99a72,M3,Quatre-Septembre,"48,86958524","2,336218848",36d841c5-b70b-446a-b60b-e9ca7781478b,Quatre-Septembre
640,7990755b-f930-4d27-a20f-2b1a597efd68,M3,Bourse,"48,86869598","2,340720724",ee936cda-4448-4822-a0b3-f1f0cf87b10b,Bourse
650,bd9c7ac1-a57f-4d37-97a8-74ce3b8e9724,M3,Sentier,"48,86730948","2,347516213",685c002a-ef3d-4a04-a361-73f0fedf8847,Sentier
660,9abe35dc-425d-43e3-9733-96c8861f77f3,M3,Réaumur - Sébastopol,"48,8663403","2,352068318",9e0516f5-0ca5-440a-9a1f-8da7a5b103b4,Réaumur - Sébastopol
670,5320b8bf-cb2c-49cc-bfca-d8934dbf07a2,M3,Arts et Métiers,"48,86558648","2,356736757",966d9651-e9bf-4592-9cc5-2397c284cbf5,Arts et Métiers
680,c9be487d-dbc2-4aed-9dbf-4d47d6d61a84,M3,Temple,"48,86668268","2,361541532",9026998d-a612-42a6-9b11-6cdee52a85ca,Temple
690,b02dedb1-5c12-4990-85a3-51b96860363d,M3,République,"48,86702679","2,364247994",26facafd-46f7-41a1-818b-c8637f3621cb,République
700,df3e3243-f9d4-4c3a-90df-429ed8bdb265,M3,Parmentier,"48,86525379","2,37458197",372a817c-1620-45dd-9432-4bef32d43be8,Parmentier
710,7c5b978b-835f-481e-a408-1818c85fae36,M3,Rue Saint-Maur,"48,86408657","2,380797986",ce65cf94-3a72-4171-b030-955fbd90567f,Rue Saint-Maur
720,85a18989-c8c3-4b4e-9f8a-cccc95167713,M3,Père Lachaise,"48,86312321","2,385882449",257d38f4-424d-4fe9-90eb-ee8ba6e44a18,Père Lachaise
730,b5b5dab5-ed60-4782-9efd-736be530c098,M3,Gambetta,"48,86491669","2,39898444",7c7eae60-1861-4c35-99f7-6517dc9816e4,Gambetta
740,e239d124-0875-4832-a242-a5584a957bd2,M3,Porte de Bagnolet,"48,86460037","2,408031037",b91ecae3-f922-4d60-b247-5351da9c13b7,Porte de Bagnolet
750,c678762b-4217-426b-95ba-2e201a5d27b2,M3,Gallieni,"48,86533532","2,416697273",19df7659-38c3-4cca-998d-29f5664e5e0b,Gallieni
760,ed9de319-e425-4801-b53a-8e42740e5f4b,M3BIS,Porte des Lilas,"48,87711051","2,406729246",22152b62-1a80-45c3-8a22-e22ad6e860cb,Porte des Lilas
770,2cf3a892-f374-42e3-b3f0-b7f8de2e4eff,M3BIS,Saint-Fargeau,"48,87210144","2,404514942",722ab633-d9df-4ce1-b378-0eacf8e13add,Saint-Fargeau
780,07d0c083-a9e7-4f39-8526-50274cac3eb4,M3BIS,Pelleport,"48,86844016","2,401561713",c4e09db7-d274-4143-a3da-e55e08665d2c,Pelleport
790,6af0419d-a071-45c7-931b-59155b7015e3,M3BIS,Gambetta,"48,86516343","2,398746593",7c7eae60-1861-4c35-99f7-6517dc9816e4,Gambetta
800,f45eccca-20a6-4114-859f-93224afd9f73,M4,Porte de Clignancourt,"48,89740222","2,344847749",898d04c8-0272-4ec4-ad6e-b2367f13469c,Porte de Clignancourt
810,d8787d52-05f8-4770-abfc-cb1b3839e5e6,M4,Simplon,"48,89394139","2,347765502",ee3a2f7a-2eb3-43e2-bcdb-147e91f4582b,Simplon
820,d1d23771-c86a-4e7b-9dbd-a035b2afa48a,M4,Marcadet - Poissonniers,"48,89141683","2,349738407",fdb84143-8295-4a07-b84e-24c8bda69c95,Marcadet - Poissonniers
830,e6aee936-3acc-471d-b108-eb8cc91bf364,M4,Château Rouge,"48,88737491","2,349694082",70d2be91-c35b-4b62-983e-c2c0c1b7459b,Château Rouge
840,57462cbc-7eca-4406-a66c-52107e06f2e2,M4,Barbès - Rechechouart,"48,88343619","2,349774444",1955b623-fb02-40b1-a95b-8c10f4f6e354,Barbès - Rechechouart
850,26320586-e7af-4abf-bd3a-bd8383359193,M4,Gare du Nord,"48,87955128","2,356995164",b878e519-4e4a-418a-ae69-bc02ba624f09,Gare du Nord
860,154524ba-089d-4474-b1cf-9533abbd28b0,M4,Gare de l'Est,"48,87599106","2,357880772",d4796d31-308d-44bb-9476-35645eda94e3,Gare de l'Est
870,74958610-ad70-46b3-80e0-64a0a06164d7,M4,Château d'Eau,"48,87242491","2,356044908",a6f34eca-d5ff-4fc9-bdbf-9ef7a4ca6e22,Château d'Eau
880,b72964b7-7ffb-4ca7-8729-baebb0b40c41,M4,Strasbourg - Saint-Denis,"48,86949077","2,354391768",8824ea5a-df02-4bdb-9a96-c0ea90f6a778,Strasbourg - Saint-Denis
890,a2da50b7-0e06-48a7-9902-de0d454aa4f7,M4,Réaumur - Sébastopol,"48,86606969","2,352459744",9e0516f5-0ca5-440a-9a1f-8da7a5b103b4,Réaumur - Sébastopol
900,911b28ae-f78d-4cda-81ba-c97eb31dd9ba,M4,Etienne Marcel,"48,86380744","2,348880653",4acd03b5-f7e3-42f3-a9b4-cfb0bc312062,Etienne Marcel
910,48c85a26-a721-453a-aacc-e1258603bfa6,M4,Les Halles,"48,86231628","2,345673828",7dbc93d7-222e-4a47-b010-da4fac5ba844,Les Halles
920,c9afc5c0-8386-4ac7-ba16-b78795f4bc30,M4,Châtelet,"48,85838237","2,34756483",dd0d7a96-b6d1-48d8-8ef7-1130cc8004ac,Châtelet
930,a8285f92-4343-42ec-b41d-5a8e88b53687,M4,Cité,"48,85493638","2,347321316",a9f9c2a4-2e03-4f28-a4c0-7e31a8babfc4,Cité
940,12706f88-0949-4d87-865e-dc27efd3cda2,M4,Saint-Michel,"48,85316798","2,343285979",9714932c-e5d4-4b7e-b001-0c1e488a9f42,Saint-Michel
950,6f0be043-8753-47a5-af4e-873682e9e557,M4,Odéon,"48,85230076","2,339727782",c86e6d93-5458-481b-a9b2-f9a0bfb96237,Odéon
960,c5c61f9a-c2d7-41d3-9f01-5fde78f60865,M4,Saint-Germain-des-Prés,"48,85371893","2,333776137",afa96a06-2f34-4e81-bb7b-3b45028da111,Saint-Germain-des-Prés
970,67e54c11-3701-49de-9b5a-d18be9e90e20,M4,Saint-Sulpice,"48,85167225","2,331256291",91a63e9c-3764-4b0a-9f46-186fd203d204,Saint-Sulpice
980,d402283d-be4a-4e2d-b2e0-aeaf1abbe134,M4,Saint-Placide,"48,84687824","2,326792785",7d8c6d26-2058-4f75-9e71-df97774c1b68,Saint-Placide
990,73c193b7-7eb9-41c3-b5e8-74f92bc20b8c,M4,Montparnasse - Bienvenüe,"48,8437813","2,324397012",ffefd491-6fd0-4c1e-b15c-277cc921789d,Montparnasse - Bienvenüe
1000,a4a70632-c11f-4002-a2d9-e39c82060717,M4,Vavin,"48,84221841","2,329008926",b71bd144-ec8b-41e4-88fa-b85e667dbf2d,Vavin
1010,ba33f3f8-5a6f-4b43-bec5-80ebc9b8a9e6,M4,Raspail,"48,83896428","2,330754192",b4a62b8f-c240-44ef-af37-5e58248080cb,Raspail
1020,eb1fb494-48a4-4252-baab-0a5ebc29b41a,M4,Denfert - Rochereau,"48,83345086","2,331740131",5c553a90-aff2-40df-ba6d-93149bf1d8b0,Denfert - Rochereau
1030,4996164a-af29-49b5-9701-f6f496d538af,M4,Mouton - Duvernet,"48,83111266","2,329705013",bf3ba251-1fd7-4b80-a42a-e0101a49cc13,Mouton - Duvernet
1040,1d708958-e2e5-4738-a9dd-6a02a5b6de4a,M4,Alésia,"48,82818848","2,32716465",4d6567e9-74a9-4a9b-ab58-373f7d4160e7,Alésia
1050,61c65477-c6d8-4918-9f11-286bf3638bd1,M4,Porte d'Orléans,"48,82341163","2,325575636",537b9c69-15b7-4095-8635-1aa8815c1969,Porte d'Orléans
1060,6d195900-116c-4b85-bcb0-6d6f9bb695bd,M4,Mairie de Montrouge,"48,81867641","2,319740313",0fcec4f5-bad0-41aa-95ab-f0fe0ce592fa,Mairie de Montrouge
1070,a172deef-108f-4889-b274-336bc256ac2f,M5,Bobigny - Pablo Picasso,"48,90637477","2,449189904",a7900912-e2f7-4c42-8644-d16c41286870,Bobigny - Pablo Picasso
1080,cd313e09-ce5d-409c-8ea8-55cac0dcd5bc,M5,Bobigny - Pantin - Raymond Queneau,"48,89545467","2,425326889",e3768d61-1f8e-4044-8743-23e3d2e57a8c,Bobigny - Pantin - Raymond Queneau
1090,72b9bbe5-8fd5-4b24-92ee-d5f0ddada128,M5,Eglise de Pantin,"48,89325759","2,41331314",f70ca6aa-2b29-4fe8-a984-36e913db35a0,Eglise de Pantin
1100,b1aed7a7-f269-484a-90f5-961cb3c541bb,M5,Hoche,"48,89122859","2,402352143",5d902ab7-c2c6-4a7a-b493-12f34bf77e85,Hoche
1110,1bf4d462-672a-4ac5-a6ad-6bada09d7286,M5,Porte de Pantin,"48,88850369","2,392113698",e5c0e095-33d7-41ab-b948-55f026637a79,Porte de Pantin
1120,80951edc-35d3-4481-b648-3b9853d91067,M5,Ourcq,"48,88713487","2,386960017",3223a9e7-3364-43eb-9a59-2cc420666211,Ourcq
1130,5ad86ac4-6613-470f-ae8e-51f8397749c8,M5,Laumière,"48,88521618","2,379663077",1f4a5119-2db4-4abe-86a2-077df0a25181,Laumière
1140,d42d11c4-1641-4bb3-88ff-c40ad18b9089,M5,Jaurès,"48,88314745","2,371001441",f4e0c9ed-7be8-4f8e-a63c-6408f58d7c9c,Jaurès
1150,fac704ce-20a3-441a-ad2e-43b9b5c78b0c,M5,Stalingrad,"48,88442089","2,36589382",55bc4ee3-d7ff-4e63-b1d5-8a096a6c62f1,Stalingrad
1160,ba871a49-ba2a-4ef0-bcba-86559c28d894,M5,Gare du Nord,"48,87985014","2,357459347",b878e519-4e4a-418a-ae69-bc02ba624f09,Gare du Nord
1170,979f7753-6044-4475-826d-9873b9020a51,M5,Gare de l'Est,"48,87612635","2,358047505",d4796d31-308d-44bb-9476-35645eda94e3,Gare de l'Est
1180,58d37da8-8d48-47cc-961e-0f83ab17777b,M5,Jacques Bonsergent,"48,87080998","2,361027467",f084ac6a-fc05-443c-8bb3-1d02a0388f5a,Jacques Bonsergent
1190,01aec5d9-209a-454e-8f37-b877f74ffe8a,M5,République,"48,86738447","2,36426495",26facafd-46f7-41a1-818b-c8637f3621cb,République
1200,93a26e42-56a8-4918-8c8f-70e7982935be,M5,Oberkampf,"48,86465788","2,368410026",35718678-12aa-4ebb-b132-75b8953d96e2,Oberkampf
1210,17714f09-edaa-4832-9c2b-25ed3e68ef9b,M5,Richard-Lenoir,"48,85987362","2,37191398",0bfcaae1-bf3e-4fc1-a573-66e64c4fdca4,Richard-Lenoir
1220,edd840a6-24cb-4415-9324-8e450ffaa381,M5,Bréguet - Sabin,"48,85614071","2,370209338",31122800-8ac1-43fd-bc05-4a7d08a35550,Bréguet - Sabin
1230,65c83b49-26fb-4371-ae38-8215908be7ff,M5,Bastille,"48,85343696","2,368736573",81c478ad-c332-4b4a-b1a6-11fc7c4c5c7f,Bastille
1240,8d8db83e-f6b0-4fa5-90cb-1c202c6d973b,M5,Quai de la Râpée,"48,8465154","2,365873469",d0a872dd-770b-48c0-9392-243f1e20744d,Quai de la Râpée
1250,7e001018-784d-4f3b-ac17-a1c54b1d00b5,M5,Gare d'Austerlitz,"48,84226539","2,365338653",c3b5d646-e058-4fa8-a64a-234c5397c87b,Gare d'Austerlitz
1260,56a7621a-e8bb-4851-85cf-d786709ab583,M5,Saint-Marcel,"48,8384273","2,360967168",debfe58d-ba89-4fe8-8170-956f73bf1910,Saint-Marcel
1270,9882a61c-1ee8-44aa-a880-89660363666d,M5,Campo-Formio,"48,83549536","2,358823489",5a95435f-1e07-4880-be95-8648a324667f,Campo-Formio
1280,4ab9c0b8-bda1-434e-96fa-9897fd05fc11,M5,Place d'Italie,"48,83097267","2,355580274",f19706ec-b784-421d-aa2e-11733683c51a,Place d'Italie
1290,1f2da068-67ea-4aa0-bcae-9c95dcc28948,M6,Charles de Gaulle - Etoile,"48,87474865","2,295560256",8a51ce81-f3bd-41ee-a6fd-3911d00eec19,Charles de Gaulle - Etoile
1300,c437e277-9249-4a57-9f53-b499650885ba,M6,Kléber,"48,87164977","2,29352429",b6e2fbe7-c2d3-4e77-bf4c-c128d0b5837d,Kléber
1310,d7123303-29d4-407d-b36b-c117bf8b2324,M6,Boissière,"48,86698311","2,290058835",88c76e1e-2fdb-4190-aee8-961ab9a51bdc,Boissière
1320,031acf11-25b2-4a06-98b4-5cfe7347daf1,M6,Trocadéro,"48,86361094","2,287580163",15df26f3-5949-4632-9acf-f11144b5eaa1,Trocadéro
1330,93e53aee-eb29-4366-98b1-0dd1447daec5,M6,Passy,"48,85744869","2,285812444",70811f4b-3f34-492b-a7b2-0759723b7b51,Passy
1340,76e2aa2c-b01f-4e0f-86c3-d08605088205,M6,Bir-Hakheim,"48,85394261","2,289334533",5b0a3ad8-f97c-4d73-ac7d-a87d447db90c,Bir-Hakheim
1350,f13c272f-3d8a-4a7b-842f-0d7415410f97,M6,Dupleix,"48,85043455","2,29361244",9581729c-664e-4139-814f-61a5de510796,Dupleix
1360,43cb2e8d-a03c-4539-975d-48113a7dc1fb,M6,La Motte-Piquet - Grenelle,"48,84874167","2,298930912",4bb04ac0-40a8-4cb5-966c-fd072595e981,La Motte-Piquet - Grenelle
1370,e359031e-93f3-4121-901c-1efcf919db2f,M6,Cambronne,"48,84750708","2,302968299",de31969d-237c-426c-a7bd-caf9cd8f71fa,Cambronne
1380,d1c36fe0-7027-46af-8680-d877c6426ee2,M6,Sévres - Lecourbe,"48,84562697","2,30953149",987c4d88-0f16-44b7-b416-2a61a058906a,Sévres - Lecourbe
1390,eaadd210-e039-48df-86fa-9f8d61a603d9,M6,Pasteur,"48,84267682","2,312812773",b75e6a8c-05ad-44cd-8dd1-896ebb4cae67,Pasteur
1400,f4c3281c-5625-4317-8fac-0a7d2b566fc2,M6,Montparnasse - Bienvenüe,"48,84210221","2,321278563",ffefd491-6fd0-4c1e-b15c-277cc921789d,Montparnasse - Bienvenüe
1410,ba55b1b7-623b-432d-a474-40f5a6fc0fad,M6,Edgar Quinet,"48,84066323","2,326384611",d8e95b50-f693-48ba-97c8-7c8de4a9e612,Edgar Quinet
1420,da728721-895f-43c5-a9e5-91cac3090415,M6,Raspail,"48,83896428","2,330754192",b4a62b8f-c240-44ef-af37-5e58248080cb,Raspail
1430,3def76a3-c0d3-4d2b-999f-c28d4adb2e8f,M6,Denfert - Rochereau,"48,83429298","2,33285231",5c553a90-aff2-40df-ba6d-93149bf1d8b0,Denfert - Rochereau
1440,ed544ed8-535a-4ce1-9430-9546d68747df,M6,Saint-Jacques,"48,83290082","2,337135191",1eac76b7-2615-43b4-9719-e85339a67842,Saint-Jacques
1450,f7564950-e922-406b-bc65-e5f80bad1576,M6,Glacière,"48,83112955","2,343511658",2ece0ecb-afbf-49df-bacc-14640227f05e,Glacière
1460,c3ff3def-9e04-4b96-897b-b31320fa9560,M6,Corvisart,"48,82979051","2,350414872",5395fe03-2eac-470d-9a35-2bab9605e040,Corvisart
1470,60b3084a-256d-4462-965b-d4300723a1e5,M6,Place d'Italie,"48,83092724","2,356121939",f19706ec-b784-421d-aa2e-11733683c51a,Place d'Italie
1480,7aa3d05a-7558-4796-903e-5309201bd540,M6,Nationale,"48,83321672","2,3628564",1644a84f-354b-48e8-a097-8a3be7f17ca1,Nationale
1490,f7be018c-07c3-4d8f-b500-aee8a6758038,M6,Chevaleret,"48,83494772","2,368126329",eec9dcb8-3318-4755-bfb1-e3ff433ede19,Chevaleret
1500,30e17dd1-b336-4edc-be27-2792b8d2710d,M6,Quai de la Gare,"48,83704512","2,372825722",3b604111-b1bd-493c-84f4-c890aba0e262,Quai de la Gare
1510,cc8704fb-c908-463c-8159-6e2379666108,M6,Bercy,"48,84038875","2,379911271",818eb2f8-d5a9-4e2e-a1ba-9df3235907f4,Bercy
1520,758e7841-1a49-4e10-9c11-4cb6789edacd,M6,Dugommier,"48,83904114","2,389620011",571a7209-b96f-472b-b883-2917425c37e6,Dugommier
1530,33efcd47-ecc6-4752-9e72-cefb278dc89e,M6,Dausmenil,"48,83954965","2,395703289",25f63acc-fcc6-4220-9597-14116b4ec945,Dausmenil
1540,27214370-e4c5-46ac-bb59-9d8da592c88f,M6,Bel-Air,"48,84133825","2,400918538",d9a471ff-a6c5-4c9d-84c1-5e8f2b6bb134,Bel-Air
1550,4acb6b43-e63b-41da-bc4c-7a8609cf16e5,M6,Picpus,"48,84506158","2,40128902",1f971245-7c92-4476-912a-80bb1a62d3cc,Picpus
1560,ae68412a-5504-4d74-8d80-1e7e95a44d9f,M6,Nation,"48,84737488","2,395461995",a55f8a4c-be4d-4e2d-9df2-45dcd97bee1c,Nation
1570,b7466cd2-1062-4ef1-a8bc-c01b8a106d1f,M7,La Courneuve - 8 Mai 1945,"48,92078597","2,410598614",54f4b6cf-1212-42c2-86b4-9b83acf7b867,La Courneuve - 8 Mai 1945
1580,f011b367-77b7-4c03-b63a-c8ae5c6fafa3,M7,Fort d'Aubervilliers,"48,91494976","2,404409087",b8306712-4b7c-4f8b-9734-a08cbf2adff1,Fort d'Aubervilliers
1590,cf95fa18-973e-40c0-a616-c9d59558b22f,M7,Aubervilliers - Pantin - Quatre Chemins,"48,90375993","2,39228706",1da00f90-1066-4989-b252-fca6c2d4ce99,Aubervilliers - Pantin - Quatre Chemins
1600,60e334fd-e399-48b3-a2da-d95306aa6bde,M7,Porte de la Villette,"48,89738989","2,385508388",bba54b47-5ec9-411f-a813-3f321998712f,Porte de la Villette
1610,2ef6381b-4da7-499d-a30d-593505692b2f,M7,Corentin Cariou,"48,89483647","2,382522343",4f0d5a6c-a930-4998-9cfd-3d746b72941a,Corentin Cariou
1620,36dfacce-996a-41cf-86fa-11783b821d05,M7,Crimée,"48,89078897","2,377315756",7f97fa92-afd3-4a64-8c62-4a23f3d9f2ec,Crimée
1630,7a1abb55-0e84-4bfc-b250-5825eb671c8c,M7,Riquet,"48,88826762","2,374204012",ca117f6f-b499-489a-8bb9-f1f61f96d1df,Riquet
1640,eed6aec9-53ed-42e5-bb4c-b695b4571f82,M7,Stalingrad,"48,88438515","2,369391984",55bc4ee3-d7ff-4e63-b1d5-8a096a6c62f1,Stalingrad
1650,5e36d407-7375-4399-8286-2438214f9725,M7,Louis Blanc,"48,88128581","2,365544319",2395e650-458d-4727-b33a-12d773822eaa,Louis Blanc
1660,972d75b1-8a40-4ef5-ba37-a4e83162d02a,M7,Château-Landon,"48,87856563","2,362160072",911fd58d-d139-46dc-bf65-3f1a769a0837,Château-Landon
1670,c5202f62-6a57-44bb-b057-422e3454ee38,M7,Gare de l'Est,"48,8762727","2,358057904",d4796d31-308d-44bb-9476-35645eda94e3,Gare de l'Est
1680,d8850a9e-5419-4051-8b8a-c515a3b9c3a2,M7,Poissonnière,"48,87723632","2,349293902",68b285d5-3b4b-4176-aa70-ec82134ebdba,Poissonnière
1690,1fda4799-6798-4c5c-9594-04c34b8024da,M7,Cadet,"48,87589068","2,34412603",2b2d5986-ffc7-4ff9-ab55-c18b7c9f77a3,Cadet
1700,328c2fa9-8a9f-4b0b-a4d4-9cfc2b3787f2,M7,Le Peletier,"48,87487434","2,340199884",da92fa82-4668-496d-815b-feccffb08884,Le Peletier
1710,817870c1-d954-41de-926c-72dd4c8e4eeb,M7,Chaussée d'Antin - La Fayette,"48,87310927","2,333451219",c206a8ad-5f20-49c5-a0c6-81c881f7b386,Chaussée d'Antin - La Fayette
1720,4e145214-f40c-4cf3-b4aa-76e0c987ff49,M7,Opéra,"48,8704867","2,332407406",8882ebb5-cd45-4230-90a5-9a1a13bc6d6c,Opéra
1730,d9826fce-40f6-4c37-98a9-f09e3de33bd2,M7,Pyramides,"48,86598092","2,334330724",85cc553b-cb40-41db-841a-4ef2f78dd259,Pyramides
1740,0f5796bf-b157-4c46-9427-f9071fc75312,M7,Palais Royal - Musée du Louvre,"48,86282967","2,336878398",42ffc378-082b-4afd-a243-d9b9acb511fa,Palais Royal - Musée du Louvre
1750,27e3286a-d4bb-418f-a973-c2f843201e4a,M7,Pont Neuf,"48,85855383","2,342232759",9be9f810-4164-4db6-9630-c72d66964507,Pont Neuf
1760,9046fec1-7211-4c22-bdc3-f28e5aff4f2a,M7,Châtelet,"48,85705997","2,34771188",dd0d7a96-b6d1-48d8-8ef7-1130cc8004ac,Châtelet
1770,96ccc5b7-dfca-4b67-8912-e9f144e4f0b8,M7,Pont Marie,"48,85357547","2,357162572",686b1905-2573-4820-9a20-6a00bcff51d4,Pont Marie
1780,cc60fc70-a0e1-44ca-b0d2-7c5aaf2bb761,M7,Sully - Morland,"48,85123768","2,361985141",3f1a69d1-bd17-406f-a1f1-dc863ab91a78,Sully - Morland
1790,7069efeb-bc47-4edf-bda1-82d5f4787e58,M7,Jussieu,"48,84595067","2,355050263",699e4355-395c-45f0-ae04-2fa6feaacd0f,Jussieu
1800,79b04856-e340-4c50-8358-fb946ec65095,M7,Place Monge,"48,84286683","2,352224728",e5c9250c-18b9-4587-8697-0d535931f484,Place Monge
1810,6d6b6937-0ecd-4e41-916d-3b756bd7a041,M7,Censier Daubenton,"48,84048665","2,351739487",8fce6588-83fe-4549-b320-d1eab26748ad,Censier Daubenton
1820,8340f9f1-977c-4eb8-bd20-24ad28847bc7,M7,Les Gobelins,"48,83586348","2,352588926",9be472ba-e08e-43a3-8930-5ec35f2b3dbc,Les Gobelins
1830,9cc8c832-0b9a-4960-8b00-bf69bd1424ab,M7,Place d'Italie,"48,83143363","2,355643643",f19706ec-b784-421d-aa2e-11733683c51a,Place d'Italie
1840,89955209-9e05-4936-b935-ce002b119ffd,M7,Tolbiac,"48,82642601","2,357245651",f3bae922-b7e6-4838-92d9-9bf1ce0aae72,Tolbiac
1850,0b14e413-a0b1-45fb-8170-a7d50d4b6461,M7,Maison Blanche,"48,82243783","2,358473884",5cc1923b-81c4-49e8-874d-3d2521ae2947,Maison Blanche
1860,07372633-832e-4c75-902b-975bae2c2dd2,M7,Porte d'Italie,"48,81922335","2,359705217",844dbd7e-5985-46b9-860b-641be9c1916f,Porte d'Italie
1870,31d6de51-e073-48f9-a9c5-59ad322019ff,M7,Porte de Choisy,"48,81987622","2,364531952",11bd36de-8644-4651-97ed-bd6065fe7f72,Porte de Choisy
1880,b010b770-f802-4990-98c1-884401bee0e8,M7,Porte d'Ivry,"48,82135578","2,369290587",b7ae70c2-2c78-4f51-a1dd-2b3582b63876,Porte d'Ivry
1890,6ace4581-1c73-425d-81ce-b2dceae26a91,M7,Pierre et Marie Curie,"48,81593076","2,3772672",456d50ba-7a55-44bb-a8cf-aa7f8f0c51a4,Pierre et Marie Curie
1900,6b79ba58-9fc2-462c-9bec-dd6a77fbd72a,M7,Mairie d'Ivry,"48,8110992","2,38355148",db8c9bed-a852-470b-bf8f-ed5056af1100,Mairie d'Ivry
1910,a7378aa1-6fea-4a6d-bfb6-75e379e66bf2,M7,Le Kremlin - Bicêtre,"48,81012996","2,362263387",c4dd6e11-b032-4b95-9d23-463e23c315b6,Le Kremlin - Bicêtre
1920,5749252d-700f-4976-bf15-754b7909451c,M7,Villejuif - Léo Lagrange,"48,80468812","2,363953197",47766b55-0051-413b-beb8-fbcc3bd6689e,Villejuif - Léo Lagrange
1930,1532119f-7f5e-423c-a2f7-db0e6b4e8e4c,M7,Villejuif - Paul Vaillant-Couturier,"48,79648308","2,368269541",e6292583-cd21-4e67-bdd1-c64dee75f058,Villejuif - Paul Vaillant-Couturier
1940,c70516f4-ea24-4cd6-8270-293358f1350b,M7,Villejuif - Louis Aragon,"48,78756279","2,367804107",8602911d-9ba9-4653-808e-3442d844f43d,Villejuif - Louis Aragon
1950,e7bab5a6-d571-4233-8abb-568b0a0df76b,M7BIS,Louis Blanc,"48,88140473","2,365218782",2395e650-458d-4727-b33a-12d773822eaa,Louis Blanc
